dataset,task,metric,fm,split,split_seed,model_seed,score
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,scaffold,0,0,0.5074281544897546
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,scaffold,0,1,0.4723007282402834
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,scaffold,0,2,0.5217209999573967
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,cluster,0,0,0.5905420721269038
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,cluster,0,1,0.5604069557572459
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,cluster,0,2,0.5715280916253109
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,random,1,0,0.6656500528019775
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,random,1,1,0.6615705989141094
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,random,1,2,0.6644601201555491
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,scaffold,1,0,0.5754510380316322
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,scaffold,1,1,0.5870571215407836
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,scaffold,1,2,0.5353979739499092
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,cluster,1,0,0.43078637686722643
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,cluster,1,1,0.4352558314982121
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,cluster,1,2,0.42524771500281966
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,random,2,0,0.44286498452086537
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,random,2,1,0.4687380267154939
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,random,2,2,0.46811301418961226
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,scaffold,2,0,0.5426409829866329
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,scaffold,2,1,0.6438796468538615
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,scaffold,2,2,0.5980485384461166
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,cluster,2,0,0.546775398715929
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,cluster,2,1,0.5528093632712164
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,cluster,2,2,0.5334247048108026
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,random,3,0,0.6746066543579285
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,random,3,1,0.6509248485945899
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,random,3,2,0.6565619525429232
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,scaffold,3,0,0.4588624900287054
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,scaffold,3,1,0.4596388379853036
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,scaffold,3,2,0.42986206361152196
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,cluster,3,0,0.5549265278529367
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,cluster,3,1,0.5498831667428585
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,cluster,3,2,0.5089587428099227
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,random,4,0,0.6216998030089386
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,random,4,1,0.6167418640299143
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,random,4,2,0.6448771631176754
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,scaffold,4,0,0.49736936600128134
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,scaffold,4,1,0.5049803417400169
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,scaffold,4,2,0.4830372630707368
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,cluster,4,0,0.46126947235134264
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,cluster,4,1,0.4415900816424181
cyp2d6_substrate_carbonmangels,classification,auprc,chemberta,cluster,4,2,0.4489524748257623
cyp2d6_veith,classification,auprc,chemberta,random,0,0,0.6295455272742652
cyp2d6_veith,classification,auprc,chemberta,random,0,1,0.6410451939379589
cyp2d6_veith,classification,auprc,chemberta,random,0,2,0.6328336143328116
cyp2d6_veith,classification,auprc,chemberta,scaffold,0,0,0.5642322621882141
cyp2d6_veith,classification,auprc,chemberta,scaffold,0,1,0.5513364049817938
cyp2d6_veith,classification,auprc,chemberta,scaffold,0,2,0.5630467168541682
cyp2d6_veith,classification,auprc,chemberta,cluster,0,0,0.4703803183270292
cyp2d6_veith,classification,auprc,chemberta,cluster,0,1,0.4580004701491931
cyp2d6_veith,classification,auprc,chemberta,cluster,0,2,0.4582454346524291
cyp2d6_veith,classification,auprc,chemberta,random,1,0,0.6475381776973406
cyp2d6_veith,classification,auprc,chemberta,random,1,1,0.6456278836185948
cyp2d6_veith,classification,auprc,chemberta,random,1,2,0.6486730216438168
cyp2d6_veith,classification,auprc,chemberta,scaffold,1,0,0.523266640136705
cyp2d6_veith,classification,auprc,chemberta,scaffold,1,1,0.5230303379994045
cyp2d6_veith,classification,auprc,chemberta,scaffold,1,2,0.5273172331196467
cyp2d6_veith,classification,auprc,chemberta,cluster,1,0,0.4508809690451041
cyp2d6_veith,classification,auprc,chemberta,cluster,1,1,0.4531061680498035
cyp2d6_veith,classification,auprc,chemberta,cluster,1,2,0.45769048399234225
cyp2d6_veith,classification,auprc,chemberta,random,2,0,0.6505388098590005
cyp2d6_veith,classification,auprc,chemberta,random,2,1,0.663119156564894
cyp2d6_veith,classification,auprc,chemberta,random,2,2,0.655936150000651
cyp2d6_veith,classification,auprc,chemberta,scaffold,2,0,0.5962946851245434
cyp2d6_veith,classification,auprc,chemberta,scaffold,2,1,0.5855965739129213
cyp2d6_veith,classification,auprc,chemberta,scaffold,2,2,0.5966493408053495
cyp2d6_veith,classification,auprc,chemberta,cluster,2,0,0.45232022804365457
cyp2d6_veith,classification,auprc,chemberta,cluster,2,1,0.45925022141426736
cyp2d6_veith,classification,auprc,chemberta,cluster,2,2,0.46349748626494786
cyp2d6_veith,classification,auprc,chemberta,random,3,0,0.6422419721936556
cyp2d6_veith,classification,auprc,chemberta,random,3,1,0.6470873259471889
cyp2d6_veith,classification,auprc,chemberta,random,3,2,0.6462426440682383
cyp2d6_veith,classification,auprc,chemberta,scaffold,3,0,0.5734001049031607
cyp2d6_veith,classification,auprc,chemberta,scaffold,3,1,0.5684569981668093
cyp2d6_veith,classification,auprc,chemberta,scaffold,3,2,0.5808871361593759
cyp2d6_veith,classification,auprc,chemberta,cluster,3,0,0.46889856476395886
cyp2d6_veith,classification,auprc,chemberta,cluster,3,1,0.4801680587835959
cyp2d6_veith,classification,auprc,chemberta,cluster,3,2,0.47016739365300364
cyp2d6_veith,classification,auprc,chemberta,random,4,0,0.6696984318526172
cyp2d6_veith,classification,auprc,chemberta,random,4,1,0.6567389744982706
cyp2d6_veith,classification,auprc,chemberta,random,4,2,0.6611472833211105
cyp2d6_veith,classification,auprc,chemberta,scaffold,4,0,0.5463161776062346
cyp2d6_veith,classification,auprc,chemberta,scaffold,4,1,0.5570790490866917
cyp2d6_veith,classification,auprc,chemberta,scaffold,4,2,0.5499401970068032
cyp2d6_veith,classification,auprc,chemberta,cluster,4,0,0.43720465578099305
cyp2d6_veith,classification,auprc,chemberta,cluster,4,1,0.45778241528079266
cyp2d6_veith,classification,auprc,chemberta,cluster,4,2,0.4494807077897731
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,random,0,0,0.6907692307692308
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,random,0,1,0.6736263736263737
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,random,0,2,0.6430769230769231
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,scaffold,0,0,0.6103234381922907
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,scaffold,0,1,0.6380150642445724
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,scaffold,0,2,0.6373504652193177
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,cluster,0,0,0.6225296442687747
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,cluster,0,1,0.6181379007465965
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,cluster,0,2,0.639877031181379
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,random,1,0,0.7011418533157664
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,random,1,1,0.6884057971014492
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,random,1,2,0.6870882740447958
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,scaffold,1,0,0.562857142857143
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,scaffold,1,1,0.5307692307692308
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,scaffold,1,2,0.5323076923076924
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,cluster,1,0,0.5325274725274726
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,cluster,1,1,0.5582417582417583
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,cluster,1,2,0.5654945054945055
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,random,2,0,0.611111111111111
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,random,2,1,0.5983750548967941
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,random,2,2,0.6304347826086956
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,scaffold,2,0,0.5911091549295775
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,scaffold,2,1,0.5547975352112676
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,scaffold,2,2,0.5444542253521127
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,cluster,2,0,0.6668888888888889
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,cluster,2,1,0.6635555555555556
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,cluster,2,2,0.6377777777777778
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,random,3,0,0.6710768522779567
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,random,3,1,0.6579613437643811
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,random,3,2,0.6241371375977911
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,scaffold,3,0,0.5533362598770851
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,scaffold,3,1,0.542361720807726
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,scaffold,3,2,0.5436786654960493
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,cluster,3,0,0.5631818181818181
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,cluster,3,1,0.5588636363636363
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,cluster,3,2,0.5329545454545455
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,random,4,0,0.6075837742504409
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,random,4,1,0.6007495590828924
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,random,4,2,0.6199294532627866
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,scaffold,4,0,0.6618357487922705
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,scaffold,4,1,0.676328502415459
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,scaffold,4,2,0.7108036890645586
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,cluster,4,0,0.7051056338028169
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,cluster,4,1,0.6685739436619719
cyp3a4_substrate_carbonmangels,classification,auroc,chemberta,cluster,4,2,0.6641725352112677
cyp3a4_veith,classification,auprc,chemberta,random,0,0,0.8169713540771731
cyp3a4_veith,classification,auprc,chemberta,random,0,1,0.8158619514730037
cyp3a4_veith,classification,auprc,chemberta,random,0,2,0.818336832674463
cyp3a4_veith,classification,auprc,chemberta,scaffold,0,0,0.7713105746332787
cyp3a4_veith,classification,auprc,chemberta,scaffold,0,1,0.7758130275958204
cyp3a4_veith,classification,auprc,chemberta,scaffold,0,2,0.7783696218611054
cyp3a4_veith,classification,auprc,chemberta,cluster,0,0,0.6534221873762461
cyp3a4_veith,classification,auprc,chemberta,cluster,0,1,0.6555723520173619
cyp3a4_veith,classification,auprc,chemberta,cluster,0,2,0.6650150702377658
cyp3a4_veith,classification,auprc,chemberta,random,1,0,0.84408764148881
cyp3a4_veith,classification,auprc,chemberta,random,1,1,0.8392681945199859
cyp3a4_veith,classification,auprc,chemberta,random,1,2,0.8456785624937386
cyp3a4_veith,classification,auprc,chemberta,scaffold,1,0,0.778843866300627
cyp3a4_veith,classification,auprc,chemberta,scaffold,1,1,0.7774004485465267
cyp3a4_veith,classification,auprc,chemberta,scaffold,1,2,0.784375439213948
cyp3a4_veith,classification,auprc,chemberta,cluster,1,0,0.6286873819300075
cyp3a4_veith,classification,auprc,chemberta,cluster,1,1,0.6490966646842586
cyp3a4_veith,classification,auprc,chemberta,cluster,1,2,0.6531407239498116
cyp3a4_veith,classification,auprc,chemberta,random,2,0,0.8373158902852725
cyp3a4_veith,classification,auprc,chemberta,random,2,1,0.8317596610604926
cyp3a4_veith,classification,auprc,chemberta,random,2,2,0.8311954729060811
cyp3a4_veith,classification,auprc,chemberta,scaffold,2,0,0.7762820306009461
cyp3a4_veith,classification,auprc,chemberta,scaffold,2,1,0.7699799458568191
cyp3a4_veith,classification,auprc,chemberta,scaffold,2,2,0.7784460773234864
cyp3a4_veith,classification,auprc,chemberta,cluster,2,0,0.6523396852088482
cyp3a4_veith,classification,auprc,chemberta,cluster,2,1,0.643520691537991
cyp3a4_veith,classification,auprc,chemberta,cluster,2,2,0.6621099576288434
cyp3a4_veith,classification,auprc,chemberta,random,3,0,0.8287091650363885
cyp3a4_veith,classification,auprc,chemberta,random,3,1,0.8277251648376643
cyp3a4_veith,classification,auprc,chemberta,random,3,2,0.830956068467032
cyp3a4_veith,classification,auprc,chemberta,scaffold,3,0,0.7582448161194876
cyp3a4_veith,classification,auprc,chemberta,scaffold,3,1,0.7630899542394645
cyp3a4_veith,classification,auprc,chemberta,scaffold,3,2,0.7661713417540493
cyp3a4_veith,classification,auprc,chemberta,cluster,3,0,0.6456963434219025
cyp3a4_veith,classification,auprc,chemberta,cluster,3,1,0.6536987380252275
cyp3a4_veith,classification,auprc,chemberta,cluster,3,2,0.6504630129090414
cyp3a4_veith,classification,auprc,chemberta,random,4,0,0.8215386424829967
cyp3a4_veith,classification,auprc,chemberta,random,4,1,0.8271833160265282
cyp3a4_veith,classification,auprc,chemberta,random,4,2,0.8333112170735906
cyp3a4_veith,classification,auprc,chemberta,scaffold,4,0,0.7633821217583807
cyp3a4_veith,classification,auprc,chemberta,scaffold,4,1,0.760336708892577
cyp3a4_veith,classification,auprc,chemberta,scaffold,4,2,0.7710824393211292
cyp3a4_veith,classification,auprc,chemberta,cluster,4,0,0.6538908106145634
cyp3a4_veith,classification,auprc,chemberta,cluster,4,1,0.6529053592772969
cyp3a4_veith,classification,auprc,chemberta,cluster,4,2,0.6563203912363517
dili,classification,auroc,chemberta,random,0,0,0.8981481481481481
dili,classification,auroc,chemberta,random,0,1,0.9038800705467372
dili,classification,auroc,chemberta,random,0,2,0.9047619047619048
dili,classification,auroc,chemberta,scaffold,0,0,0.8344226579520697
dili,classification,auroc,chemberta,scaffold,0,1,0.845751633986928
dili,classification,auroc,chemberta,scaffold,0,2,0.8326797385620917
dili,classification,auroc,chemberta,cluster,0,0,0.8234265734265734
dili,classification,auroc,chemberta,cluster,0,1,0.833479020979021
dili,classification,auroc,chemberta,cluster,0,2,0.8256118881118881
dili,classification,auroc,chemberta,random,1,0,0.880709534368071
dili,classification,auroc,chemberta,random,1,1,0.8745011086474501
dili,classification,auroc,chemberta,random,1,2,0.8776053215077606
dili,classification,auroc,chemberta,scaffold,1,0,0.9122883195831525
dili,classification,auroc,chemberta,scaffold,1,1,0.8875379939209727
dili,classification,auroc,chemberta,scaffold,1,2,0.9001302648719062
dili,classification,auroc,chemberta,cluster,1,0,0.8230434782608695
dili,classification,auroc,chemberta,cluster,1,1,0.8186956521739129
dili,classification,auroc,chemberta,cluster,1,2,0.8291304347826086
dili,classification,auroc,chemberta,random,2,0,0.8669565217391304
dili,classification,auroc,chemberta,random,2,1,0.8695652173913043
dili,classification,auroc,chemberta,random,2,2,0.8839130434782609
dili,classification,auroc,chemberta,scaffold,2,0,0.7901639344262296
dili,classification,auroc,chemberta,scaffold,2,1,0.7765807962529274
dili,classification,auroc,chemberta,scaffold,2,2,0.7737704918032786
dili,classification,auroc,chemberta,cluster,2,0,0.7511940946591403
dili,classification,auroc,chemberta,cluster,2,1,0.7542336083369519
dili,classification,auroc,chemberta,cluster,2,2,0.7451150673035172
dili,classification,auroc,chemberta,random,3,0,0.8877691250572607
dili,classification,auroc,chemberta,random,3,1,0.8896014658726523
dili,classification,auroc,chemberta,random,3,2,0.8896014658726523
dili,classification,auroc,chemberta,scaffold,3,0,0.8736111111111111
dili,classification,auroc,chemberta,scaffold,3,1,0.8731481481481481
dili,classification,auroc,chemberta,scaffold,3,2,0.8763888888888889
dili,classification,auroc,chemberta,cluster,3,0,0.8521739130434783
dili,classification,auroc,chemberta,cluster,3,1,0.8404347826086956
dili,classification,auroc,chemberta,cluster,3,2,0.8486956521739131
dili,classification,auroc,chemberta,random,4,0,0.826048951048951
dili,classification,auroc,chemberta,random,4,1,0.8125
dili,classification,auroc,chemberta,random,4,2,0.8212412587412586
dili,classification,auroc,chemberta,scaffold,4,0,0.858980044345898
dili,classification,auroc,chemberta,scaffold,4,1,0.8314855875831485
dili,classification,auroc,chemberta,scaffold,4,2,0.8381374722838136
dili,classification,auroc,chemberta,cluster,4,0,0.7956521739130435
dili,classification,auroc,chemberta,cluster,4,1,0.777391304347826
dili,classification,auroc,chemberta,cluster,4,2,0.7726086956521739
half_life_obach,regression,spearman,chemberta,random,0,0,0.07463222746935333
half_life_obach,regression,spearman,chemberta,random,0,1,0.03120276604644108
half_life_obach,regression,spearman,chemberta,random,0,2,0.05475324702249998
half_life_obach,regression,spearman,chemberta,scaffold,0,0,0.2603100045963519
half_life_obach,regression,spearman,chemberta,scaffold,0,1,0.2392267074923539
half_life_obach,regression,spearman,chemberta,scaffold,0,2,0.22109153024839673
half_life_obach,regression,spearman,chemberta,cluster,0,0,0.028416658033901893
half_life_obach,regression,spearman,chemberta,cluster,0,1,0.03461425283943517
half_life_obach,regression,spearman,chemberta,cluster,0,2,0.044166280245951255
half_life_obach,regression,spearman,chemberta,random,1,0,0.3716871148986675
half_life_obach,regression,spearman,chemberta,random,1,1,0.3813121405753727
half_life_obach,regression,spearman,chemberta,random,1,2,0.33874902495656634
half_life_obach,regression,spearman,chemberta,scaffold,1,0,0.3127998533982368
half_life_obach,regression,spearman,chemberta,scaffold,1,1,0.29544273018098843
half_life_obach,regression,spearman,chemberta,scaffold,1,2,0.23990691963992636
half_life_obach,regression,spearman,chemberta,cluster,1,0,0.05221854656212765
half_life_obach,regression,spearman,chemberta,cluster,1,1,0.05827167798049149
half_life_obach,regression,spearman,chemberta,cluster,1,2,0.05444326564955268
half_life_obach,regression,spearman,chemberta,random,2,0,0.25901317386320494
half_life_obach,regression,spearman,chemberta,random,2,1,0.23308167747271732
half_life_obach,regression,spearman,chemberta,random,2,2,0.30601759638654125
half_life_obach,regression,spearman,chemberta,scaffold,2,0,0.22194592100740138
half_life_obach,regression,spearman,chemberta,scaffold,2,1,0.13181219193875462
half_life_obach,regression,spearman,chemberta,scaffold,2,2,0.1911447637373259
half_life_obach,regression,spearman,chemberta,cluster,2,0,0.00792863979486099
half_life_obach,regression,spearman,chemberta,cluster,2,1,0.15455984168837072
half_life_obach,regression,spearman,chemberta,cluster,2,2,0.11223552041791113
half_life_obach,regression,spearman,chemberta,random,3,0,0.404128920178692
half_life_obach,regression,spearman,chemberta,random,3,1,0.3790162196619612
half_life_obach,regression,spearman,chemberta,random,3,2,0.3246107723412774
half_life_obach,regression,spearman,chemberta,scaffold,3,0,0.2508729328767946
half_life_obach,regression,spearman,chemberta,scaffold,3,1,0.25078314567185195
half_life_obach,regression,spearman,chemberta,scaffold,3,2,0.26929676851321754
half_life_obach,regression,spearman,chemberta,cluster,3,0,0.04682465272720963
half_life_obach,regression,spearman,chemberta,cluster,3,1,0.06892638761235113
half_life_obach,regression,spearman,chemberta,cluster,3,2,0.024685507999676212
half_life_obach,regression,spearman,chemberta,random,4,0,0.18954775186851006
half_life_obach,regression,spearman,chemberta,random,4,1,0.24405130438947434
half_life_obach,regression,spearman,chemberta,random,4,2,0.31033253286705564
half_life_obach,regression,spearman,chemberta,scaffold,4,0,0.1313109656003518
half_life_obach,regression,spearman,chemberta,scaffold,4,1,0.16920107157388492
half_life_obach,regression,spearman,chemberta,scaffold,4,2,0.14469670801477727
half_life_obach,regression,spearman,chemberta,cluster,4,0,0.16246838890197915
half_life_obach,regression,spearman,chemberta,cluster,4,1,0.14105218062938968
half_life_obach,regression,spearman,chemberta,cluster,4,2,0.09753141268287914
herg,classification,auroc,chemberta,random,0,0,0.8589285714285715
herg,classification,auroc,chemberta,random,0,1,0.8690934065934066
herg,classification,auroc,chemberta,random,0,2,0.864423076923077
herg,classification,auroc,chemberta,scaffold,0,0,0.8994832041343669
herg,classification,auroc,chemberta,scaffold,0,1,0.8906976744186046
herg,classification,auroc,chemberta,scaffold,0,2,0.8829457364341086
herg,classification,auroc,chemberta,cluster,0,0,0.776844070961718
herg,classification,auroc,chemberta,cluster,0,1,0.7913165266106442
herg,classification,auroc,chemberta,cluster,0,2,0.7810457516339869
herg,classification,auroc,chemberta,random,1,0,0.8505572441742654
herg,classification,auroc,chemberta,random,1,1,0.8520770010131712
herg,classification,auroc,chemberta,random,1,2,0.8449848024316109
herg,classification,auroc,chemberta,scaffold,1,0,0.8800245098039216
herg,classification,auroc,chemberta,scaffold,1,1,0.8871323529411764
herg,classification,auroc,chemberta,scaffold,1,2,0.8795343137254902
herg,classification,auroc,chemberta,cluster,1,0,0.759794776119403
herg,classification,auroc,chemberta,cluster,1,1,0.7607276119402985
herg,classification,auroc,chemberta,cluster,1,2,0.769356343283582
herg,classification,auroc,chemberta,random,2,0,0.7809152872444011
herg,classification,auroc,chemberta,random,2,1,0.7882181110029212
herg,classification,auroc,chemberta,random,2,2,0.7826192794547224
herg,classification,auroc,chemberta,scaffold,2,0,0.86952288218111
herg,classification,auroc,chemberta,scaffold,2,1,0.8809639727361246
herg,classification,auroc,chemberta,scaffold,2,2,0.8743914313534566
herg,classification,auroc,chemberta,cluster,2,0,0.7975909305621162
herg,classification,auroc,chemberta,cluster,2,1,0.8027869626830421
herg,classification,auroc,chemberta,cluster,2,2,0.8037316957959377
herg,classification,auroc,chemberta,random,3,0,0.8497770345596433
herg,classification,auroc,chemberta,random,3,1,0.8311036789297659
herg,classification,auroc,chemberta,random,3,2,0.8375139353400223
herg,classification,auroc,chemberta,scaffold,3,0,0.9029286726499763
herg,classification,auroc,chemberta,scaffold,3,1,0.8852149267831837
herg,classification,auroc,chemberta,scaffold,3,2,0.875059045819556
herg,classification,auroc,chemberta,cluster,3,0,0.8048552754435108
herg,classification,auroc,chemberta,cluster,3,1,0.8095238095238095
herg,classification,auroc,chemberta,cluster,3,2,0.7969187675070029
herg,classification,auroc,chemberta,random,4,0,0.8679945054945055
herg,classification,auroc,chemberta,random,4,1,0.8531593406593406
herg,classification,auroc,chemberta,random,4,2,0.8440934065934066
herg,classification,auroc,chemberta,scaffold,4,0,0.896633475580844
herg,classification,auroc,chemberta,scaffold,4,1,0.8926031294452347
herg,classification,auroc,chemberta,scaffold,4,2,0.8862019914651494
herg,classification,auroc,chemberta,cluster,4,0,0.7814832089552238
herg,classification,auroc,chemberta,cluster,4,1,0.7980410447761194
herg,classification,auroc,chemberta,cluster,4,2,0.785214552238806
hia_hou,classification,auroc,chemberta,random,0,0,0.9774774774774775
hia_hou,classification,auroc,chemberta,random,0,1,0.981981981981982
hia_hou,classification,auroc,chemberta,random,0,2,0.9744744744744746
hia_hou,classification,auroc,chemberta,scaffold,0,0,0.8229411764705883
hia_hou,classification,auroc,chemberta,scaffold,0,1,0.8564705882352941
hia_hou,classification,auroc,chemberta,scaffold,0,2,0.8288235294117647
hia_hou,classification,auroc,chemberta,cluster,0,0,0.8994117647058824
hia_hou,classification,auroc,chemberta,cluster,0,1,0.8823529411764706
hia_hou,classification,auroc,chemberta,cluster,0,2,0.8894117647058823
hia_hou,classification,auroc,chemberta,random,1,0,0.8541176470588235
hia_hou,classification,auroc,chemberta,random,1,1,0.8547058823529412
hia_hou,classification,auroc,chemberta,random,1,2,0.8529411764705882
hia_hou,classification,auroc,chemberta,scaffold,1,0,0.7756706753006476
hia_hou,classification,auroc,chemberta,scaffold,1,1,0.7645698427382054
hia_hou,classification,auroc,chemberta,scaffold,1,2,0.7872340425531915
hia_hou,classification,auroc,chemberta,cluster,1,0,0.8461538461538461
hia_hou,classification,auroc,chemberta,cluster,1,1,0.8557692307692307
hia_hou,classification,auroc,chemberta,cluster,1,2,0.8690828402366865
hia_hou,classification,auroc,chemberta,random,2,0,0.9595238095238096
hia_hou,classification,auroc,chemberta,random,2,1,0.9611111111111111
hia_hou,classification,auroc,chemberta,random,2,2,0.9507936507936507
hia_hou,classification,auroc,chemberta,scaffold,2,0,0.8737916219119226
hia_hou,classification,auroc,chemberta,scaffold,2,1,0.8754027926960258
hia_hou,classification,auroc,chemberta,scaffold,2,2,0.868421052631579
hia_hou,classification,auroc,chemberta,cluster,2,0,0.9105029585798817
hia_hou,classification,auroc,chemberta,cluster,2,1,0.9075443786982248
hia_hou,classification,auroc,chemberta,cluster,2,2,0.9068047337278106
hia_hou,classification,auroc,chemberta,random,3,0,0.9622524752475248
hia_hou,classification,auroc,chemberta,random,3,1,0.9461633663366337
hia_hou,classification,auroc,chemberta,random,3,2,0.9579207920792079
hia_hou,classification,auroc,chemberta,scaffold,3,0,0.9099485420240138
hia_hou,classification,auroc,chemberta,scaffold,3,1,0.91852487135506
hia_hou,classification,auroc,chemberta,scaffold,3,2,0.9228130360205832
hia_hou,classification,auroc,chemberta,cluster,3,0,0.9073756432246999
hia_hou,classification,auroc,chemberta,cluster,3,1,0.8902229845626073
hia_hou,classification,auroc,chemberta,cluster,3,2,0.8996569468267581
hia_hou,classification,auroc,chemberta,random,4,0,0.9614065180102916
hia_hou,classification,auroc,chemberta,random,4,1,0.9716981132075472
hia_hou,classification,auroc,chemberta,random,4,2,0.9622641509433962
hia_hou,classification,auroc,chemberta,scaffold,4,0,0.8485499462943071
hia_hou,classification,auroc,chemberta,scaffold,4,1,0.8598281417830289
hia_hou,classification,auroc,chemberta,scaffold,4,2,0.8490870032223417
hia_hou,classification,auroc,chemberta,cluster,4,0,0.9388888888888889
hia_hou,classification,auroc,chemberta,cluster,4,1,0.9460317460317461
hia_hou,classification,auroc,chemberta,cluster,4,2,0.9412698412698413
ld50_zhu,regression,mae,chemberta,random,0,0,0.48450403749545146
ld50_zhu,regression,mae,chemberta,random,0,1,0.4691609343300879
ld50_zhu,regression,mae,chemberta,random,0,2,0.47529409894560204
ld50_zhu,regression,mae,chemberta,scaffold,0,0,0.5359176647051246
ld50_zhu,regression,mae,chemberta,scaffold,0,1,0.5308802579035151
ld50_zhu,regression,mae,chemberta,scaffold,0,2,0.5271814932209687
ld50_zhu,regression,mae,chemberta,cluster,0,0,0.5851606137871012
ld50_zhu,regression,mae,chemberta,cluster,0,1,0.5800682848066274
ld50_zhu,regression,mae,chemberta,cluster,0,2,0.5843589377055938
ld50_zhu,regression,mae,chemberta,random,1,0,0.4877566847192043
ld50_zhu,regression,mae,chemberta,random,1,1,0.49449584471419306
ld50_zhu,regression,mae,chemberta,random,1,2,0.4918064122038794
