dataset,task,metric,fm,split,split_seed,model_seed,score
ld50_zhu,regression,mae,chemberta,scaffold,1,0,0.550081027889836
ld50_zhu,regression,mae,chemberta,scaffold,1,1,0.5554980993407206
ld50_zhu,regression,mae,chemberta,scaffold,1,2,0.5614243042051914
ld50_zhu,regression,mae,chemberta,cluster,1,0,0.5820035940213135
ld50_zhu,regression,mae,chemberta,cluster,1,1,0.5718667683513737
ld50_zhu,regression,mae,chemberta,cluster,1,2,0.5845021861110762
ld50_zhu,regression,mae,chemberta,random,2,0,0.4884170004628482
ld50_zhu,regression,mae,chemberta,random,2,1,0.4809577445198356
ld50_zhu,regression,mae,chemberta,random,2,2,0.4816669150840027
ld50_zhu,regression,mae,chemberta,scaffold,2,0,0.5387597606417434
ld50_zhu,regression,mae,chemberta,scaffold,2,1,0.5399479233730075
ld50_zhu,regression,mae,chemberta,scaffold,2,2,0.5458924662711427
ld50_zhu,regression,mae,chemberta,cluster,2,0,0.5888883097741456
ld50_zhu,regression,mae,chemberta,cluster,2,1,0.5789821184507595
ld50_zhu,regression,mae,chemberta,cluster,2,2,0.5803702292542947
ld50_zhu,regression,mae,chemberta,random,3,0,0.496273120131167
ld50_zhu,regression,mae,chemberta,random,3,1,0.4968667076708969
ld50_zhu,regression,mae,chemberta,random,3,2,0.4957753763733361
ld50_zhu,regression,mae,chemberta,scaffold,3,0,0.5179911506992364
ld50_zhu,regression,mae,chemberta,scaffold,3,1,0.5263175672069547
ld50_zhu,regression,mae,chemberta,scaffold,3,2,0.5286890583421358
ld50_zhu,regression,mae,chemberta,cluster,3,0,0.5765901825978206
ld50_zhu,regression,mae,chemberta,cluster,3,1,0.5706420924035444
ld50_zhu,regression,mae,chemberta,cluster,3,2,0.5757801747507105
ld50_zhu,regression,mae,chemberta,random,4,0,0.5021632362661758
ld50_zhu,regression,mae,chemberta,random,4,1,0.502246747011064
ld50_zhu,regression,mae,chemberta,random,4,2,0.5017296187814357
ld50_zhu,regression,mae,chemberta,scaffold,4,0,0.5259117882217657
ld50_zhu,regression,mae,chemberta,scaffold,4,1,0.5349378304621085
ld50_zhu,regression,mae,chemberta,scaffold,4,2,0.5306318303212737
ld50_zhu,regression,mae,chemberta,cluster,4,0,0.589662960230371
ld50_zhu,regression,mae,chemberta,cluster,4,1,0.5719427528816312
ld50_zhu,regression,mae,chemberta,cluster,4,2,0.5749294040100845
lipophilicity_astrazeneca,regression,mae,chemberta,random,0,0,0.5629198981039226
lipophilicity_astrazeneca,regression,mae,chemberta,random,0,1,0.5457508673582314
lipophilicity_astrazeneca,regression,mae,chemberta,random,0,2,0.5594545850349325
lipophilicity_astrazeneca,regression,mae,chemberta,scaffold,0,0,0.7102428118392292
lipophilicity_astrazeneca,regression,mae,chemberta,scaffold,0,1,0.7087427038215544
lipophilicity_astrazeneca,regression,mae,chemberta,scaffold,0,2,0.7003864652909605
lipophilicity_astrazeneca,regression,mae,chemberta,cluster,0,0,0.8541596075934358
lipophilicity_astrazeneca,regression,mae,chemberta,cluster,0,1,0.837879132376895
lipophilicity_astrazeneca,regression,mae,chemberta,cluster,0,2,0.830928921399372
lipophilicity_astrazeneca,regression,mae,chemberta,random,1,0,0.6057397505394405
lipophilicity_astrazeneca,regression,mae,chemberta,random,1,1,0.6164710338941465
lipophilicity_astrazeneca,regression,mae,chemberta,random,1,2,0.6015235539649036
lipophilicity_astrazeneca,regression,mae,chemberta,scaffold,1,0,0.6725316815496024
lipophilicity_astrazeneca,regression,mae,chemberta,scaffold,1,1,0.673393105003129
lipophilicity_astrazeneca,regression,mae,chemberta,scaffold,1,2,0.6897719064681301
lipophilicity_astrazeneca,regression,mae,chemberta,cluster,1,0,0.8457601990263822
lipophilicity_astrazeneca,regression,mae,chemberta,cluster,1,1,0.856373397874646
lipophilicity_astrazeneca,regression,mae,chemberta,cluster,1,2,0.8359236817344402
lipophilicity_astrazeneca,regression,mae,chemberta,random,2,0,0.6105717004284794
lipophilicity_astrazeneca,regression,mae,chemberta,random,2,1,0.6153102941011035
lipophilicity_astrazeneca,regression,mae,chemberta,random,2,2,0.6284596346817645
lipophilicity_astrazeneca,regression,mae,chemberta,scaffold,2,0,0.6936731094065167
lipophilicity_astrazeneca,regression,mae,chemberta,scaffold,2,1,0.6922007709776462
lipophilicity_astrazeneca,regression,mae,chemberta,scaffold,2,2,0.690056655100569
lipophilicity_astrazeneca,regression,mae,chemberta,cluster,2,0,0.857135268582275
lipophilicity_astrazeneca,regression,mae,chemberta,cluster,2,1,0.8356121719477787
lipophilicity_astrazeneca,regression,mae,chemberta,cluster,2,2,0.8564479835379337
lipophilicity_astrazeneca,regression,mae,chemberta,random,3,0,0.5964318125637337
lipophilicity_astrazeneca,regression,mae,chemberta,random,3,1,0.5873771891036914
lipophilicity_astrazeneca,regression,mae,chemberta,random,3,2,0.5935168826441679
lipophilicity_astrazeneca,regression,mae,chemberta,scaffold,3,0,0.7188502084495767
lipophilicity_astrazeneca,regression,mae,chemberta,scaffold,3,1,0.7002818929890081
lipophilicity_astrazeneca,regression,mae,chemberta,scaffold,3,2,0.7088377295853128
lipophilicity_astrazeneca,regression,mae,chemberta,cluster,3,0,0.8338158756070992
lipophilicity_astrazeneca,regression,mae,chemberta,cluster,3,1,0.83739055961743
lipophilicity_astrazeneca,regression,mae,chemberta,cluster,3,2,0.8311705014719074
lipophilicity_astrazeneca,regression,mae,chemberta,random,4,0,0.6065395691878207
lipophilicity_astrazeneca,regression,mae,chemberta,random,4,1,0.5933750625535226
lipophilicity_astrazeneca,regression,mae,chemberta,random,4,2,0.5942271907831476
lipophilicity_astrazeneca,regression,mae,chemberta,scaffold,4,0,0.671046273519019
lipophilicity_astrazeneca,regression,mae,chemberta,scaffold,4,1,0.6821112746145754
lipophilicity_astrazeneca,regression,mae,chemberta,scaffold,4,2,0.6839954200564397
lipophilicity_astrazeneca,regression,mae,chemberta,cluster,4,0,0.8486128550637458
lipophilicity_astrazeneca,regression,mae,chemberta,cluster,4,1,0.853381161722044
lipophilicity_astrazeneca,regression,mae,chemberta,cluster,4,2,0.8402493376813251
pgp_broccatelli,classification,auroc,chemberta,random,0,0,0.9317934782608697
pgp_broccatelli,classification,auroc,chemberta,random,0,1,0.9283288043478262
pgp_broccatelli,classification,auroc,chemberta,random,0,2,0.9277173913043479
pgp_broccatelli,classification,auroc,chemberta,scaffold,0,0,0.8993788819875778
pgp_broccatelli,classification,auroc,chemberta,scaffold,0,1,0.8991028295376121
pgp_broccatelli,classification,auroc,chemberta,scaffold,0,2,0.8991028295376122
pgp_broccatelli,classification,auroc,chemberta,cluster,0,0,0.8081237911025144
pgp_broccatelli,classification,auroc,chemberta,cluster,0,1,0.7906189555125726
pgp_broccatelli,classification,auroc,chemberta,cluster,0,2,0.7995164410058028
pgp_broccatelli,classification,auroc,chemberta,random,1,0,0.937543133195307
pgp_broccatelli,classification,auroc,chemberta,random,1,1,0.9391304347826087
pgp_broccatelli,classification,auroc,chemberta,random,1,2,0.9385093167701863
pgp_broccatelli,classification,auroc,chemberta,scaffold,1,0,0.9145380434782608
pgp_broccatelli,classification,auroc,chemberta,scaffold,1,1,0.9128396739130435
pgp_broccatelli,classification,auroc,chemberta,scaffold,1,2,0.9156929347826087
pgp_broccatelli,classification,auroc,chemberta,cluster,1,0,0.8046673286991063
pgp_broccatelli,classification,auroc,chemberta,cluster,1,1,0.8102284011916584
pgp_broccatelli,classification,auroc,chemberta,cluster,1,2,0.8086395233366435
pgp_broccatelli,classification,auroc,chemberta,random,2,0,0.9333561175666439
pgp_broccatelli,classification,auroc,chemberta,random,2,1,0.9287081339712917
pgp_broccatelli,classification,auroc,chemberta,random,2,2,0.9345864661654135
pgp_broccatelli,classification,auroc,chemberta,scaffold,2,0,0.9217267552182163
pgp_broccatelli,classification,auroc,chemberta,scaffold,2,1,0.919083762537273
pgp_broccatelli,classification,auroc,chemberta,scaffold,2,2,0.9187449173217676
pgp_broccatelli,classification,auroc,chemberta,cluster,2,0,0.8134061569016882
pgp_broccatelli,classification,auroc,chemberta,cluster,2,1,0.8122144985104269
pgp_broccatelli,classification,auroc,chemberta,cluster,2,2,0.8217477656405163
pgp_broccatelli,classification,auroc,chemberta,random,3,0,0.9364745762711866
pgp_broccatelli,classification,auroc,chemberta,random,3,1,0.9429830508474576
pgp_broccatelli,classification,auroc,chemberta,random,3,2,0.9374237288135593
pgp_broccatelli,classification,auroc,chemberta,scaffold,3,0,0.9282246879334259
pgp_broccatelli,classification,auroc,chemberta,scaffold,3,1,0.9246879334257974
pgp_broccatelli,classification,auroc,chemberta,scaffold,3,2,0.9217753120665743
pgp_broccatelli,classification,auroc,chemberta,cluster,3,0,0.7887635924285139
pgp_broccatelli,classification,auroc,chemberta,cluster,3,1,0.808598469593234
pgp_broccatelli,classification,auroc,chemberta,cluster,3,2,0.7999395892066049
pgp_broccatelli,classification,auroc,chemberta,random,4,0,0.9471744471744471
pgp_broccatelli,classification,auroc,chemberta,random,4,1,0.9454681954681955
pgp_broccatelli,classification,auroc,chemberta,random,4,2,0.9391891891891893
pgp_broccatelli,classification,auroc,chemberta,scaffold,4,0,0.8672839506172839
pgp_broccatelli,classification,auroc,chemberta,scaffold,4,1,0.8681755829903978
pgp_broccatelli,classification,auroc,chemberta,scaffold,4,2,0.8732510288065843
pgp_broccatelli,classification,auroc,chemberta,cluster,4,0,0.8030784508440914
pgp_broccatelli,classification,auroc,chemberta,cluster,4,1,0.7943396226415095
pgp_broccatelli,classification,auroc,chemberta,cluster,4,2,0.7966236345580934
ppbr_az,regression,mae,chemberta,random,0,0,9.63450138461887
ppbr_az,regression,mae,chemberta,random,0,1,9.379679931894234
ppbr_az,regression,mae,chemberta,random,0,2,9.33863958497897
ppbr_az,regression,mae,chemberta,scaffold,0,0,11.66686635095767
ppbr_az,regression,mae,chemberta,scaffold,0,1,11.302983184279057
ppbr_az,regression,mae,chemberta,scaffold,0,2,11.779553590952414
ppbr_az,regression,mae,chemberta,cluster,0,0,13.898312064863857
ppbr_az,regression,mae,chemberta,cluster,0,1,13.782130487922815
ppbr_az,regression,mae,chemberta,cluster,0,2,14.150936489228506
ppbr_az,regression,mae,chemberta,random,1,0,9.841571759591142
ppbr_az,regression,mae,chemberta,random,1,1,9.82288513626
ppbr_az,regression,mae,chemberta,random,1,2,9.943894502620399
ppbr_az,regression,mae,chemberta,scaffold,1,0,11.354085548379743
ppbr_az,regression,mae,chemberta,scaffold,1,1,11.024073953813463
ppbr_az,regression,mae,chemberta,scaffold,1,2,11.45608330808518
ppbr_az,regression,mae,chemberta,cluster,1,0,14.32408991030819
ppbr_az,regression,mae,chemberta,cluster,1,1,13.832620518368257
ppbr_az,regression,mae,chemberta,cluster,1,2,14.270040192749363
ppbr_az,regression,mae,chemberta,random,2,0,10.024894345073047
ppbr_az,regression,mae,chemberta,random,2,1,9.729405210570725
ppbr_az,regression,mae,chemberta,random,2,2,9.821406778069635
ppbr_az,regression,mae,chemberta,scaffold,2,0,10.931767472736503
ppbr_az,regression,mae,chemberta,scaffold,2,1,11.066398796018142
ppbr_az,regression,mae,chemberta,scaffold,2,2,11.103923214941474
ppbr_az,regression,mae,chemberta,cluster,2,0,14.129590839586761
ppbr_az,regression,mae,chemberta,cluster,2,1,14.382428386543817
ppbr_az,regression,mae,chemberta,cluster,2,2,14.254156800443555
ppbr_az,regression,mae,chemberta,random,3,0,9.498940855693728
ppbr_az,regression,mae,chemberta,random,3,1,10.213481720562458
ppbr_az,regression,mae,chemberta,random,3,2,9.673413897569821
ppbr_az,regression,mae,chemberta,scaffold,3,0,10.831518615976265
ppbr_az,regression,mae,chemberta,scaffold,3,1,10.483914793090257
ppbr_az,regression,mae,chemberta,scaffold,3,2,10.76550839622265
ppbr_az,regression,mae,chemberta,cluster,3,0,13.350122442412793
ppbr_az,regression,mae,chemberta,cluster,3,1,13.500053066207872
ppbr_az,regression,mae,chemberta,cluster,3,2,13.592717877473415
ppbr_az,regression,mae,chemberta,random,4,0,9.012788381138007
ppbr_az,regression,mae,chemberta,random,4,1,9.498707590175357
ppbr_az,regression,mae,chemberta,random,4,2,9.37447597404332
ppbr_az,regression,mae,chemberta,scaffold,4,0,10.73199932616173
ppbr_az,regression,mae,chemberta,scaffold,4,1,10.648715591923793
ppbr_az,regression,mae,chemberta,scaffold,4,2,10.879508109898447
ppbr_az,regression,mae,chemberta,cluster,4,0,13.635659158553441
ppbr_az,regression,mae,chemberta,cluster,4,1,13.827271550144184
ppbr_az,regression,mae,chemberta,cluster,4,2,14.035698834786455
solubility_aqsoldb,regression,mae,chemberta,random,0,0,0.8698714735775245
solubility_aqsoldb,regression,mae,chemberta,random,0,1,0.8665817460212131
solubility_aqsoldb,regression,mae,chemberta,random,0,2,0.8643008051424274
solubility_aqsoldb,regression,mae,chemberta,scaffold,0,0,1.0210219803204637
solubility_aqsoldb,regression,mae,chemberta,scaffold,0,1,1.0306039382765635
solubility_aqsoldb,regression,mae,chemberta,scaffold,0,2,1.0313144334270867
solubility_aqsoldb,regression,mae,chemberta,cluster,0,0,1.1965837263762285
solubility_aqsoldb,regression,mae,chemberta,cluster,0,1,1.214456289130619
solubility_aqsoldb,regression,mae,chemberta,cluster,0,2,1.2212484149299672
solubility_aqsoldb,regression,mae,chemberta,random,1,0,0.8373838083264376
solubility_aqsoldb,regression,mae,chemberta,random,1,1,0.836396268797591
solubility_aqsoldb,regression,mae,chemberta,random,1,2,0.8318578137129894
solubility_aqsoldb,regression,mae,chemberta,scaffold,1,0,1.0330407992739425
solubility_aqsoldb,regression,mae,chemberta,scaffold,1,1,1.0473312562067
solubility_aqsoldb,regression,mae,chemberta,scaffold,1,2,1.0262972175140466
solubility_aqsoldb,regression,mae,chemberta,cluster,1,0,1.1940870274523363
solubility_aqsoldb,regression,mae,chemberta,cluster,1,1,1.1986261133765999
solubility_aqsoldb,regression,mae,chemberta,cluster,1,2,1.2026605163229735
solubility_aqsoldb,regression,mae,chemberta,random,2,0,0.8824314405983634
solubility_aqsoldb,regression,mae,chemberta,random,2,1,0.8874196402490611
solubility_aqsoldb,regression,mae,chemberta,random,2,2,0.8749639183295439
solubility_aqsoldb,regression,mae,chemberta,scaffold,2,0,1.0404874523348457
solubility_aqsoldb,regression,mae,chemberta,scaffold,2,1,1.0377385813728495
solubility_aqsoldb,regression,mae,chemberta,scaffold,2,2,1.0346128493370477
solubility_aqsoldb,regression,mae,chemberta,cluster,2,0,1.180924166816649
solubility_aqsoldb,regression,mae,chemberta,cluster,2,1,1.2053700981960542
solubility_aqsoldb,regression,mae,chemberta,cluster,2,2,1.1812250497729408
solubility_aqsoldb,regression,mae,chemberta,random,3,0,0.8508667498074112
solubility_aqsoldb,regression,mae,chemberta,random,3,1,0.8336559981515479
solubility_aqsoldb,regression,mae,chemberta,random,3,2,0.8508097357359103
solubility_aqsoldb,regression,mae,chemberta,scaffold,3,0,1.0402206562650547
solubility_aqsoldb,regression,mae,chemberta,scaffold,3,1,1.0445641361396412
solubility_aqsoldb,regression,mae,chemberta,scaffold,3,2,1.035753566898993
solubility_aqsoldb,regression,mae,chemberta,cluster,3,0,1.2015844343594033
solubility_aqsoldb,regression,mae,chemberta,cluster,3,1,1.2172518486333221
solubility_aqsoldb,regression,mae,chemberta,cluster,3,2,1.2022115744069255
solubility_aqsoldb,regression,mae,chemberta,random,4,0,0.8494998716445663
solubility_aqsoldb,regression,mae,chemberta,random,4,1,0.8323295080716449
solubility_aqsoldb,regression,mae,chemberta,random,4,2,0.8305060606806894
solubility_aqsoldb,regression,mae,chemberta,scaffold,4,0,1.017531956242486
solubility_aqsoldb,regression,mae,chemberta,scaffold,4,1,1.0197571273464554
solubility_aqsoldb,regression,mae,chemberta,scaffold,4,2,1.0183331995060678
solubility_aqsoldb,regression,mae,chemberta,cluster,4,0,1.203395669655511
solubility_aqsoldb,regression,mae,chemberta,cluster,4,1,1.2065033853355585
solubility_aqsoldb,regression,mae,chemberta,cluster,4,2,1.2231355590207658
vdss_lombardo,regression,spearman,chemberta,random,0,0,0.47920381867838685
vdss_lombardo,regression,spearman,chemberta,random,0,1,0.4363628508653154
vdss_lombardo,regression,spearman,chemberta,random,0,2,0.3651408849620414
vdss_lombardo,regression,spearman,chemberta,scaffold,0,0,0.4714941921649398
vdss_lombardo,regression,spearman,chemberta,scaffold,0,1,0.4369911329907946
vdss_lombardo,regression,spearman,chemberta,scaffold,0,2,0.4359506031893067
vdss_lombardo,regression,spearman,chemberta,cluster,0,0,0.25838346360167813
vdss_lombardo,regression,spearman,chemberta,cluster,0,1,0.282008584879138
vdss_lombardo,regression,spearman,chemberta,cluster,0,2,0.3384806437029357
vdss_lombardo,regression,spearman,chemberta,random,1,0,0.5306289873598903
vdss_lombardo,regression,spearman,chemberta,random,1,1,0.5265712757485763
vdss_lombardo,regression,spearman,chemberta,random,1,2,0.5448604679691941
vdss_lombardo,regression,spearman,chemberta,scaffold,1,0,0.4889110747891093
vdss_lombardo,regression,spearman,chemberta,scaffold,1,1,0.4910630088016489
vdss_lombardo,regression,spearman,chemberta,scaffold,1,2,0.46133255511319293
vdss_lombardo,regression,spearman,chemberta,cluster,1,0,0.27652099752098375
vdss_lombardo,regression,spearman,chemberta,cluster,1,1,0.250524272753947
vdss_lombardo,regression,spearman,chemberta,cluster,1,2,0.29658819852811386
vdss_lombardo,regression,spearman,chemberta,random,2,0,0.43881180414314236
vdss_lombardo,regression,spearman,chemberta,random,2,1,0.45048718350680433
vdss_lombardo,regression,spearman,chemberta,random,2,2,0.4611122819535238
vdss_lombardo,regression,spearman,chemberta,scaffold,2,0,0.3989432371150421
vdss_lombardo,regression,spearman,chemberta,scaffold,2,1,0.38208533745301293
vdss_lombardo,regression,spearman,chemberta,scaffold,2,2,0.37237912643913146
vdss_lombardo,regression,spearman,chemberta,cluster,2,0,0.31799213772595214
vdss_lombardo,regression,spearman,chemberta,cluster,2,1,0.2879652014762205
vdss_lombardo,regression,spearman,chemberta,cluster,2,2,0.3847573215911153
vdss_lombardo,regression,spearman,chemberta,random,3,0,0.4708083042056662
vdss_lombardo,regression,spearman,chemberta,random,3,1,0.48267945364626735
vdss_lombardo,regression,spearman,chemberta,random,3,2,0.46367771451022705
vdss_lombardo,regression,spearman,chemberta,scaffold,3,0,0.41026402772046755
vdss_lombardo,regression,spearman,chemberta,scaffold,3,1,0.4007500582744249
vdss_lombardo,regression,spearman,chemberta,scaffold,3,2,0.4466290021025517
vdss_lombardo,regression,spearman,chemberta,cluster,3,0,0.3004688645655593
vdss_lombardo,regression,spearman,chemberta,cluster,3,1,0.36030269272431253
vdss_lombardo,regression,spearman,chemberta,cluster,3,2,0.31284978863816354
vdss_lombardo,regression,spearman,chemberta,random,4,0,0.5173353256346508
vdss_lombardo,regression,spearman,chemberta,random,4,1,0.4404328876820799
vdss_lombardo,regression,spearman,chemberta,random,4,2,0.4598174896781637
vdss_lombardo,regression,spearman,chemberta,scaffold,4,0,0.4992147451847134
vdss_lombardo,regression,spearman,chemberta,scaffold,4,1,0.44437428387007377
vdss_lombardo,regression,spearman,chemberta,scaffold,4,2,0.45719376655878685
vdss_lombardo,regression,spearman,chemberta,cluster,4,0,0.328973288192363
vdss_lombardo,regression,spearman,chemberta,cluster,4,1,0.29461002732892316
vdss_lombardo,regression,spearman,chemberta,cluster,4,2,0.25231378636063057
